,code_circo,estimation,participation,candidat_1,candidat_1_parti,candidat_1_score,candidat_2,candidat_2_parti,candidat_2_score,candidat_3,candidat_3_parti,candidat_3_score,second_tour,NFP_vs_RN,diff_vote,swing_circo
263,057-01,False,62.33,Grégoire LALOUX / EXD / Rassemblement national,EXD,39.81,Belkhir BELHADDAD / ENS / Renaissance,ENS,27.59,Vincent FELIX / NFP / La France insoumise,NFP,26.1,True,False,12.220000000000002,
264,057-02,False,65.7,Marie-Claude VOINCON / EXD / Rassemblement national,EXD,37.48,Ludovic MENDES / ENS / Renaissance,ENS,30.22,Victorien NICOLAS / NFP / Parti socialiste,NFP,26.61,True,False,7.259999999999998,
265,057-03,False,64.88,Victor CHOMARD / EXD / Rassemblement national,EXD,35.32,Nathalie COLIN-OESTERLÉ / Régions et peuples solidaires,,34.66,Charlotte LEDUC / NFP / La France insoumise,NFP,28.27,True,False,0.6600000000000037,<1
266,057-04,False,65.98,Océane SIMON / EXD / Rassemblement national,EXD,42.66,Fabien DI FILIPPO / LR / Les Républicains,LR,35.75,,,,True,False,6.909999999999997,
267,057-05,False,62.58,Pascal JENFT / EXD / Rassemblement national,EXD,47.52,Vincent SEITLINGER / LR / Les Républicains,LR,34.23,,,,True,False,13.290000000000006,
268,057-06,False,56.34,Kévin PFEFFER / EXD / Rassemblement national,EXD,50.9,,,,,,,False,False,,
269,057-07,False,61.8,Alexandre LOUBET / EXD / Rassemblement national,EXD,53.33,,,,,,,False,False,,
270,057-08,False,57.27,Laurent JACOBELLI / EXD / Rassemblement national,EXD,46.36,Céline LEGER / NFP / La France insoumise,NFP,28.98,,,,True,True,17.38,
271,057-09,False,65.25,Baptiste PHILIPPO / EXD / Rassemblement national,EXD,38.29,Isabelle RAUCH / ENS / Horizons,ENS,35.12,Brigitte VAÎSSE / NFP / Parti socialiste,NFP,22.84,True,False,3.1700000000000017,<5
272,058-01,False,64.84,Charles-Henri GALLOIS / EXD / Rassemblement national,EXD,40.81,Perrine GOULET / ENS / Modem,ENS,29.4,Brice LARÈPE / NFP / La France insoumise,NFP,21.32,True,False,11.410000000000004,
273,058-02,False,68.88,Julien GUIBERT / EXD / Rassemblement national,EXD,44.82,Christian PAUL / NFP / Parti socialiste,NFP,26.32,Sandra GERMAIN / ENS / Renaissance,ENS,20.44,True,True,18.5,
274,059-01,False,66.39,Aurélien LE COQ / NFP / La France insoumise,NFP,44.2,Carole LECLERCQ / EXD / Rassemblement national,EXD,18.12,,,,True,True,26.080000000000002,
275,059-02,False,65.52,Ugo BERNALICIS / NFP / La France insoumise,NFP,47.31,Philippe GUÉRARD / EXD / Rassemblement national,EXD,21.89,Violette SALANON / ENS / Renaissance,ENS,20.77,True,True,25.42,
276,059-03,False,59.62,Sandra DELANNOY / EXD / Rassemblement national,EXD,50.82,,,,,,,False,False,,
277,059-04,False,68.74,Brigitte LISO / ENS / Renaissance,ENS,31.32,Charlotte BRUN / NFP / Parti socialiste,NFP,29.58,Anne MORAND / EXD / Rassemblement national,EXD,25.98,True,False,1.740000000000002,<2
278,059-05,False,68.76,Victor CATTEAU / EXD / Rassemblement national,EXD,40.08,Sébastien HUYGHE / Nous France,,34.37,Ophélie DELNESTE / NFP / La France insoumise,NFP,24.26,True,False,5.710000000000001,
279,059-06,False,73.02,Charlotte PARMENTIER-LECOCQ / ENS / Renaissance,ENS,38.09,Marie Hélène QUATREBOEUFS / EXD / À droite ! Les amis d’Éric Ciotti,EXD,35.07,Célia PEREIRA / NFP / La France insoumise,NFP,19.53,True,False,3.020000000000003,<5
280,059-07,False,65.17,Félicie GERARD / ENS / Horizons,ENS,36.71,Karima CHOUIA / NFP / Les Écologistes,NFP,32.19,Céline SAYAH / EXD / Rassemblement national,EXD,28.15,True,False,4.520000000000003,<5
281,059-08,False,53.64,David GUIRAUD / NFP / La France insoumise,NFP,48.5,Ethan LEYS / EXD / Rassemblement national,EXD,30.8,,,,True,True,17.7,
282,059-09,False,66.91,Violette SPILLEBOUT / ENS / Renaissance,ENS,34.01,Odile VIDAL-SAGNIER / NFP / Les Écologistes,NFP,31.12,Christine LANDRU / EXD / Rassemblement national,EXD,20.67,True,False,2.889999999999997,<5
283,059-10,False,59.73,Gérald DARMANIN / ENS / Renaissance,ENS,36.03,Bastien VERBRUGGHE / EXD / Rassemblement national,EXD,34.31,Leslie MORTREUX / NFP / La France insoumise,NFP,24.82,True,False,1.7199999999999989,<2
284,059-11,False,65.26,Roger VICOT / NFP / Parti socialiste,NFP,38.49,Maxime MOULIN / EXD / Rassemblement national,EXD,31.47,Ingrid BRULANT-FORTIN / ENS / Renaissance,ENS,27.94,True,True,7.020000000000003,
285,059-12,False,63.86,Michael TAVERNE / EXD / Rassemblement national,EXD,54.74,,,,,,,False,False,,
286,059-13,False,59.67,Maxence ACCART / EXD / Rassemblement national,EXD,43.52,Julien GOKEL / Parti socialiste,,32.2,Damien LACROIX / NFP / La France insoumise,NFP,21.92,True,False,11.32,
287,059-14,False,67.34,Jean-Baptiste GARDES / EXD / À droite ! Les amis d’Éric Ciotti,EXD,46.37,Paul CHRISTOPHE / Horizons,,36.74,,,,True,False,9.629999999999995,
288,059-15,False,68.54,Pierrick BERTELOOT / EXD / Rassemblement national,EXD,45.97,Jean-Pierre BATAILLE / Divers droite,,34.15,,,,True,False,11.82,
289,059-16,False,61.39,Matthieu MARCHIO / EXD / Rassemblement national,EXD,53.12,,,,,,,False,False,,
290,059-17,False,63.25,Thierry TESSON / EXD / Rassemblement national,EXD,47.92,Frédéric CHÉREAU / NFP / Parti socialiste,NFP,29.84,,,,True,True,18.080000000000002,
291,059-18,False,63.21,Alexandre DUFOSSET / EXD / Rassemblement national,EXD,52.51,,,,,,,False,False,,
292,059-19,False,60.27,Sébastien CHENU / EXD / Rassemblement national,EXD,58.32,,,,,,,False,False,,
293,059-20,False,59.02,Guillaume FLORQUIN / EXD / Rassemblement national,EXD,50.3,,,,,,,False,False,,
294,059-21,False,61.81,Laurence BARA / EXD / Rassemblement national,EXD,43.61,"Valérie LÉTARD / Union de la droite, du centre et des indépendants",,29.19,Pierrick COLPIN / NFP / La France insoumise,NFP,23.08,True,False,14.419999999999998,
295,060-01,False,65.41,Claire MARAIS-BEUIL / EXD / Rassemblement national,EXD,46.19,Victor HABERT-DASSAULT / LR / Les Républicains,LR,24.48,,,,True,False,21.709999999999997,
296,060-02,False,66.99,Philippe BALLARD / EXD / Rassemblement national,EXD,53.2,,,,,,,False,False,,
297,060-03,False,62.36,Alexandre SABATOU / EXD / Rassemblement national,EXD,43.1,Amadou KA / NFP / La France insoumise,NFP,31.29,,,,True,True,11.810000000000002,
298,060-04,False,67.65,Mathieu GRIMPRET / EXD / Rassemblement national,EXD,40.23,Eric WOERTH / ENS / Renaissance,ENS,29.89,,,,True,False,10.339999999999996,
299,060-05,False,66.01,Frédéric Pierre VOS / EXD / Rassemblement national,EXD,42.15,Bertrand BRASSENS / NFP / Parti socialiste,NFP,22.03,,,,True,True,20.119999999999997,
300,060-06,False,66.21,Michel GUINIOT / EXD / Rassemblement national,EXD,47.88,"Daniel LECA / Union de la droite, du centre et des indépendants",,22.93,Baptiste DE FRESSE DE MONVAL / NFP / Les Écologistes,NFP,20.46,True,False,24.950000000000003,
301,060-07,False,64.77,David MAGNIER / EXD / Rassemblement national,EXD,40.43,Loïc PEN / NFP / Parti communiste français,NFP,27.18,Maxime MINOT / LR / Les Républicains,LR,21.52,True,True,13.25,
302,061-01,False,67.8,Nadine BELZIDSKY / EXD / Rassemblement national,EXD,35.18,Chantal JOURDAN / NFP / Parti socialiste,NFP,27.33,Patricia CHAPELOTTE / ENS / Renaissance,ENS,21.52,True,True,7.850000000000001,
303,061-02,False,69.3,Gérard VIENNE / EXD / Rassemblement national,EXD,40.01,Véronique LOUWAGIE / LR / Nous France,LR,32.95,,,,True,False,7.059999999999995,
304,061-03,False,68.65,Jérôme NURY / LR / Nous France,LR,43.67,Ludmila PETCHENINA / EXD / Rassemblement national,EXD,32.41,Lori HELLOCO / NFP / Parti socialiste,NFP,21.07,True,False,11.260000000000005,
305,062-01,False,70.0,Emmanuel BLAIRY / EXD / Rassemblement national,EXD,54.08,,,,,,,False,False,,
306,062-02,False,68.93,Alban HEUSÈLE / EXD / Rassemblement national,EXD,37.31,Agnès PANNIER-RUNACHER / ENS / Renaissance,ENS,21.54,Alexandre COUSIN / NFP / Les Écologistes,NFP,20.12,True,False,15.770000000000003,
307,062-03,False,59.42,Bruno CLAVET / EXD / Rassemblement national,EXD,52.4,,,,,,,False,False,,
308,062-04,False,68.15,Benoît DOLLE / EXD / Rassemblement national,EXD,42.34,Philippe FAIT / ENS / Renaissance,ENS,30.66,,,,True,False,11.680000000000003,
